"ivwFoodInspectionHistoryKey","foodFacilityName","latitudeCrd","longitudeCrd","ownerName","facilityAddressText","foodFacilityType","inspectingOfficerName","inspectionType","inspectionDate","inspectionStartTime","inspectionEndTime","inspectionElapsedHours","followupRequired","nextInspectionDate","facilityPersonnelName","facilityPersonnelType","managerCertificateNbr","managerCertificateExpirationDate","criticalViolationCnt","nonCriticalViolationCnt","inspectionCommentText"
"3452","Children's House Montessori School","38.90137226","-77.12635303","Children's House Montessori School, Inc.","2425 N Glebe Rd, Arlington VA 22207","Child Care Food Service","Muhammad Tauseef Ahmad","Risk Factor","2014-09-15T00:00:00","10:35","11:35","1.0","No","2014-10-15T00:00:00","Matthew A. Taguding","Certified Manager","F-103322","2017-06-04T00:00:00","0","1","The PIC said that the establishment is awaiting on ""variance"" from the State of Virginia to install a warewashing machine.  Once approved, a new kitchen counter and dish machine will be installed."
"3453","Children's House Montessori School","38.90137226","-77.12635303","Children's House Montessori School, Inc.","2425 N Glebe Rd, Arlington VA 22207","Child Care Food Service","Santos Ayala","Routine","2015-03-25T00:00:00","10:00","11:30","1.5","No","2015-03-16T00:00:00","Matthew A. Taguding","Certified Manager","F-103322","2017-06-04T00:00:00","0","1",""
"3454","Children's House Montessori School","38.90137226","-77.12635303","Children's House Montessori School, Inc.","2425 N Glebe Rd, Arlington VA 22207","Child Care Food Service","Santos Ayala","Risk Factor","2015-09-24T00:00:00","09:00","10:30","1.5","No","2015-09-23T00:00:00","","","F-103322","2017-06-04T00:00:00","0","1","A 3-part sink was installed and a dishwashing machine it has the NFS sticker on it, unable to determine if the machine sanitize or not. OK to warewashing , 3-part sink provided. A new copy of the Health License will be issued with the new restrictio"
"3455","Swanson Middle School","38.88318331","-77.13888012","Arlington County Public Schools","5800 Washington Blvd, Arlington VA 22205","Public Middle or High School Food S","Joseph Gossman","Routine","2013-03-22T00:00:00","09:45","10:55","1.2","No","2013-02-27T00:00:00","Jackie A Williams","Certified Manager","F-92127","2014-06-27T00:00:00","0","1",""
"3456","Swanson Middle School","38.88318331","-77.13888012","Arlington County Public Schools","5800 Washington Blvd, Arlington VA 22205","Public Middle or High School Food S","Candice Levenberry","Risk Factor","2013-09-13T00:00:00","11:15","12:30","1.3","No","2013-09-02T00:00:00","Jackie A Williams","Certified Manager","F-92127","2014-06-27T00:00:00","0","0","The walk in refrigerator door is in poor repair. The door does not have a tight seal. The report will be mailed. The ""Big 5"" poster will be mailed."
"3457","Swanson Middle School","38.88318331","-77.13888012","Arlington County Public Schools","5800 Washington Blvd, Arlington VA 22205","Public Middle or High School Food S","Julia Balsley","Routine","2014-03-20T00:00:00","10:20","11:40","1.3","No","2013-12-02T00:00:00","Jackie A Williams","Certified Manager","F-92127","2014-06-27T00:00:00","0","3",""
"3458","Swanson Middle School","38.88318331","-77.13888012","Arlington County Public Schools","5800 Washington Blvd, Arlington VA 22205","Public Middle or High School Food S","Bryant Wooden","Risk Factor","2014-09-09T00:00:00","11:10","12:05","0.9","No","2014-09-01T00:00:00","Jackie A Williams","Certified Manager","F-113184","2019-07-09T00:00:00","0","1","The ceiling in the walk-in refrigerator observed in need of cleaning."
"3459","Swanson Middle School","38.88318331","-77.13888012","Arlington County Public Schools","5800 Washington Blvd, Arlington VA 22205","Public Middle or High School Food S","Muhammad Tauseef Ahmad","Routine","2015-03-04T00:00:00","10:40","11:40","1.0","No","2014-12-09T00:00:00","Jackie A Williams","Certified Manager","F-113184","2019-07-09T00:00:00","0","3","Boxes of food observed on the floor in walk-in freezer."
"3460","Swanson Middle School","38.88318331","-77.13888012","Arlington County Public Schools","5800 Washington Blvd, Arlington VA 22205","Public Middle or High School Food S","Muhammad Tauseef Ahmad","Risk Factor","2015-09-16T00:00:00","10:15","11:15","1.0","No","2016-03-03T00:00:00","Jackie A Williams","Certified Manager","F-113184","2019-07-09T00:00:00","0","1","1.  Make sure to air-dry dishes after washing.2.  A dead American roach observed in the dry storage area.3.  Keep outdside dumpster doors closed.4.  Cool prepared salad properly to 41F or less before covering."
"3461","Sharieff Halal Meat & Grocery(INACTIVE)","38.89663738","-77.13183072","Kishwer J Sharieff","5135 Lee Hwy, Arlington VA 22207","","","","","","","","","","","","","","","",""
"3462","Pines of Sicily (INACTIVE)","0.0","0.0","Chelsea's Inc","1901 N Fort Myer Dr, Arlington VA 22209","","","","","","","","","","","","","","","",""
"3463","O'Sullivan's","38.88615644","-77.09721462","Donegal Properties, Inc.","3207 Washington Blvd, Arlington VA 22201","Full Service Restaurant","Kristen Pybus","Pre-Opening","2013-01-25T00:00:00","08:00","09:00","1.0","No","2013-04-15T00:00:00","Joel Melara","Certified Manager","f.98375","2016-02-24T00:00:00","0","3","CO 1200827 Approved"
"3464","O'Sullivan's","38.88615644","-77.09721462","Donegal Properties, Inc.","3207 Washington Blvd, Arlington VA 22201","Full Service Restaurant","Joseph Gossman","Other","2013-03-29T00:00:00","13:15","14:00","0.8","No","2013-04-15T00:00:00","Joel Melara","Certified Manager","f.98375","2016-02-24T00:00:00","0","1",""
"3465","O'Sullivan's","38.88615644","-77.09721462","Donegal Properties, Inc.","3207 Washington Blvd, Arlington VA 22201","Full Service Restaurant","Santos Ayala","Routine","2013-08-28T00:00:00","12:30","13:45","1.3","No","2013-01-25T00:00:00","Joel Melara","Certified Manager","f.98375","2016-02-24T00:00:00","0","5",""
"3466","O'Sullivan's","38.88615644","-77.09721462","Donegal Properties, Inc.","3207 Washington Blvd, Arlington VA 22201","Full Service Restaurant","Candice Levenberry","Routine","2014-04-10T00:00:00","14:45","16:20","1.6","No","2013-11-18T00:00:00","Joel Melara","Certified Manager","f.108389","2018-06-18T00:00:00","0","8","Install a paper towel dispenser at the whiskey bar handsink.One drain tube was observed missing at the right soda gun (whiskey bar)."
"3467","O'Sullivan's","38.88615644","-77.09721462","Donegal Properties, Inc.","3207 Washington Blvd, Arlington VA 22201","Full Service Restaurant","Muhammad Tauseef Ahmad","Risk Factor","2014-12-11T00:00:00","10:40","12:20","1.67","No","2014-06-30T00:00:00","Joel Melara","Certified Manager","F-98375","2016-02-24T00:00:00","0","4","1.  Wash hands frequently.2.  Door handles of some bar and 1-dr upright refrigerators are missing light shield.4.  No chlorine sanitizer strips available.4.  Provide disclosure (*) on beef burgers on the menu."
"3468","O'Sullivan's","38.88615644","-77.09721462","Donegal Properties, Inc.","3207 Washington Blvd, Arlington VA 22201","Full Service Restaurant","Santos Ayala","Routine","2015-05-27T00:00:00","11:30","13:30","2.0","No","2015-03-12T00:00:00","Joel Melara","Certified Manager","F-108389","2018-06-18T00:00:00","0","7",""
"3469","Gunston Middle School","0.0","0.0","Arlington County Public Schools","2700 S Lang St Upstairs, Arlington VA 22206","Public Middle or High School Food S","Joseph Gossman","Routine","2013-04-22T00:00:00","10:10","11:15","1.1","No","2013-03-13T00:00:00","Oscar Salinas","Certified Manager","F-85557","2013-06-02T00:00:00","0","3",""
"3470","Gunston Middle School","0.0","0.0","Arlington County Public Schools","2700 S Lang St Upstairs, Arlington VA 22206","Public Middle or High School Food S","Christy Kunes","Risk Factor","2013-10-17T00:00:00","11:30","12:15","0.8","No","2013-09-02T00:00:00","Oscar Salinas","Certified Manager","F-109303","2018-08-15T00:00:00","0","1",""
"3471","Gunston Middle School","0.0","0.0","Arlington County Public Schools","2700 S Lang St Upstairs, Arlington VA 22206","Public Middle or High School Food S","Bryant Wooden","Routine","2014-04-02T00:00:00","09:40","10:55","1.3","No","2014-01-06T00:00:00","Oscar Salinas","Certified Manager","F-109303","2018-08-15T00:00:00","0","1",""
"3472","Gunston Middle School","0.0","0.0","Arlington County Public Schools","2700 S Lang St Upstairs, Arlington VA 22206","Public Middle or High School Food S","Candice Levenberry","Risk Factor","2014-10-06T00:00:00","11:50","12:40","0.8","No","2014-09-01T00:00:00","Oscar Salinas","Certified Manager","F-109303","2018-08-15T00:00:00","0","0","The gaskets on the ""Delfield"" heated cabinet are in poor repair."
"3473","Gunston Middle School","0.0","0.0","Arlington County Public Schools","2700 S Lang St Upstairs, Arlington VA 22206","Public Middle or High School Food S","Joseph Gossman","Routine","2015-04-07T00:00:00","10:15","11:45","1.5","Yes","2015-04-06T00:00:00","Oscar Salinas","Certified Manager","F-109303","2018-08-15T00:00:00","0","2",""
"3474","Gunston Middle School","0.0","0.0","Arlington County Public Schools","2700 S Lang St Upstairs, Arlington VA 22206","Public Middle or High School Food S","Joseph Gossman","Risk Factor","2015-10-21T00:00:00","09:30","10:40","1.17","No","2015-10-06T00:00:00","Oscar Salinas","Certified Manager","F-109303","2018-08-15T00:00:00","0","0",""
"3475","Kanpai Japanese Restaurant","38.89554059","-77.07358928","Do Mo, Inc.","1401 Wilson Blvd, Arlington VA 22209","Full Service Restaurant","Joseph Gossman","Routine","2013-02-08T00:00:00","11:05","12:36","1.5","No","2013-04-29T00:00:00","Hyo Soon Suh","Certified Manager","F87810","2013-09-28T00:00:00","0","15","Sushi fish provided by Tru World. Parasite destruction letter provided."
"3476","Kanpai Japanese Restaurant","38.89554059","-77.07358928","Do Mo, Inc.","1401 Wilson Blvd, Arlington VA 22209","Full Service Restaurant","Joseph Gossman","Risk Factor","2013-07-22T00:00:00","10:50","11:50","1.0","No","2013-04-29T00:00:00","Dae Suk Suh","Certified Manager","F87810","2013-09-28T00:00:00","0","2","Sushi fish supplied by TruWorld. Parasite destruction letter observed on file. Kim Chi observed in establishment is for personal consumption only, according to CFM."
"3477","Kanpai Japanese Restaurant","38.89554059","-77.07358928","Do Mo, Inc.","1401 Wilson Blvd, Arlington VA 22209","Full Service Restaurant","Santos Ayala","Risk Factor","2013-11-07T00:00:00","11:45","12:45","1.0","No","2013-10-10T00:00:00","Dae Suk Suh","Certified Manager","F-109504","2018-07-28T00:00:00","0","3",""
"3478","Kanpai Japanese Restaurant","38.89554059","-77.07358928","Do Mo, Inc.","1401 Wilson Blvd, Arlington VA 22209","Full Service Restaurant","Muhammad Tauseef Ahmad","Routine","2014-04-04T00:00:00","13:50","15:50","2.0","Yes","2014-01-27T00:00:00","Dae Suk Suh","Certified Manager","F-109504","2018-07-28T00:00:00","0","16",""
"3479","Kanpai Japanese Restaurant","38.89554059","-77.07358928","Do Mo, Inc.","1401 Wilson Blvd, Arlington VA 22209","Full Service Restaurant","Muhammad Tauseef Ahmad","Follow-up","2014-05-07T00:00:00","14:10","15:25","1.3","No","2014-01-27T00:00:00","Dae Suk Suh","Certified Manager","F-109504","2018-07-28T00:00:00","0","4","Significant compliance observed since last inspection."
"3480","Kanpai Japanese Restaurant","38.89554059","-77.07358928","Do Mo, Inc.","1401 Wilson Blvd, Arlington VA 22209","Full Service Restaurant","Candice Levenberry","Risk Factor","2014-08-25T00:00:00","15:00","16:45","1.8","No","2014-06-23T00:00:00","Dae Suk Suh","Certified Manager","F-109504","2018-07-28T00:00:00","0","2","Do not cover cooling foods. Obtain a current parasite destruction letter for 2014."
"3481","Kanpai Japanese Restaurant","38.89554059","-77.07358928","Do Mo, Inc.","1401 Wilson Blvd, Arlington VA 22209","Full Service Restaurant","Muhammad Tauseef Ahmad","Risk Factor","2014-12-01T00:00:00","11:25","13:05","1.67","No","2014-11-24T00:00:00","Dae Suk Suh","Certified Manager","F-109504","2018-07-28T00:00:00","0","4","1.  Parasite destruction letters are from November, 2007.2.  Do not re-use manufacturer's containers.3.  Wash hands frequently.4.  Clean doors and handles of all the equipment.5.  Make sure to properly cool cooked foods before covering/wrapping."
"3482","Kanpai Japanese Restaurant","38.89554059","-77.07358928","Do Mo, Inc.","1401 Wilson Blvd, Arlington VA 22209","Full Service Restaurant","Muhammad Tauseef Ahmad","Routine","2015-04-14T00:00:00","11:30","13:15","1.75","No","2015-04-01T00:00:00","Dae Suk Suh","Certified Manager","F-109504","2018-07-28T00:00:00","0","7","1.  Clean the ice machine plate.2.  Do not use Aluminum-foil as shelf-liner.3.  Make sure to cool cooked foods properly before covering or wrapping.4.  Wash hands frequently.5.  Parasite destruction letter is from 2011.6.  Wash hands frequently."
"3483","Kanpai Japanese Restaurant","38.89554059","-77.07358928","Do Mo, Inc.","1401 Wilson Blvd, Arlington VA 22209","Full Service Restaurant","Muhammad Tauseef Ahmad","Risk Factor","2015-08-19T00:00:00","14:20","16:10","1.83","No","2015-08-13T00:00:00","Dae Suk Suh","Certified Manager","F-109504","2018-07-28T00:00:00","0","5","1.  urinal in men's bathroom is not flushing.2.  Parasite destruction letter is from December 02, 2014.3.  Do not re-use manufacturer's containers.4.  Make sure to cool cooked foods properly before covering or wrapping.5.  Make sure to mark 4 hour"
"3484","Columbia Pike Citgo(INACTIVATE)","38.86345139","-77.08247526","Gill Bros, Inc.","2324 Columbia Pike, Arlington VA 22204","Other Food Service","Joseph Gossman","Routine","2013-08-20T00:00:00","13:10","13:50","0.7","No","2013-07-22T00:00:00","Shahid M. Gill","Certified Manager","F103642","2016-06-25T00:00:00","0","3",""
"3485","Columbia Pike Citgo(INACTIVATE)","38.86345139","-77.08247526","Gill Bros, Inc.","2324 Columbia Pike, Arlington VA 22204","Other Food Service","Bryant Wooden","Routine","2014-08-05T00:00:00","09:00","09:45","0.8","Yes","2014-07-28T00:00:00","Shahid M. Gill","","F103642","2016-06-25T00:00:00","0","6","Spoke with owner via phone conversation during the time of inspection."
"3486","Columbia Pike Citgo(INACTIVATE)","38.86345139","-77.08247526","Gill Bros, Inc.","2324 Columbia Pike, Arlington VA 22204","Other Food Service","Bryant Wooden","Follow-up","2014-08-18T00:00:00","16:20","16:35","0.25","No","2014-07-28T00:00:00","Shahid M. Gill","","","","0","5","No Northern VA Food Manager observed on-site (limited).  Obtain Limited Food Manager Card at ORS Interactive 6066 Leesburg Pike 200 B, Falls Church VA 22041 (703) 533-7600.  Spoke with owner via phone conversation during time of inspection.  Current"
"3487","Columbia Pike Citgo(INACTIVATE)","38.86345139","-77.08247526","Gill Bros, Inc.","2324 Columbia Pike, Arlington VA 22204","Other Food Service","Muhammad Tauseef Ahmad","Routine","2015-09-30T00:00:00","14:40","15:35","0.92","No","2015-08-05T00:00:00","Shahid M. Gill","Certified Manager","F-103642","2016-06-25T00:00:00","0","4","The CFM did not have original card during this inspection.  The picture of the card was emailed to him from another restaurant."
"3488","McLeod Creamery at Oak Grove Farm(INACTIVE)","0.0","0.0","Oak Grove Meadows LLC","Frm's Mkt 14th & Uhle St, Arlington VA 22201","","","","","","","","","","","","","","","",""
"3489","Lenox Market (INACTIVE)","0.0","0.0","Sun Oh Inc.","401 S 12th St, Arlington VA 22202","","","","","","","","","","","","","","","",""
"3490","Desert Moon(INACTIVE)","38.86373091","-77.06056127","Hevan Development Llc","1100 S Hayes St, Arlington VA 22202","","","","","","","","","","","","","","","",""
"3491","Pupuseria Diana","38.85679449","-77.10951082","Miguel A Ramirez","4821 Columbia Pike, Arlington VA 22204","Mobile Food Unit","Santos Ayala","Routine","2013-06-27T00:00:00","13:00","13:30","0.5","No","2012-12-25T00:00:00","Miguel Ramirez","Certified Manager","F-102079","2017-03-05T00:00:00","0","0","Operates on Saturday and Sunday only. police permit exp. 2/28/13 business license exp. Dec2013, sticker # 045, License issued."
"3492","Pupuseria Diana","38.85679449","-77.10951082","Miguel A Ramirez","4821 Columbia Pike, Arlington VA 22204","Mobile Food Unit","Candice Levenberry","Routine","2014-07-02T00:00:00","15:00","15:45","0.8","No","2013-10-15T00:00:00","Miguel Ramirez","Certified Manager","F-102079","2017-03-05T00:00:00","0","3","BOO: STAR VENDING""Propane"" on the propane sign must be red. Business license is current #74. Police permit VO2289 Expire 2/28/14Mobile unit #71 approved. Post health license."
"3493","Pupuseria Diana","38.85679449","-77.10951082","Miguel A Ramirez","4821 Columbia Pike, Arlington VA 22204","Mobile Food Unit","Julia Balsley","Routine","2015-06-26T00:00:00","08:30","10:00","1.5","No","2014-12-31T00:00:00","Miguel Ramirez","Certified Manager","F-102079","2017-03-06T00:00:00","0","4","The unit does not have a carbon monoxide detector/alarm."
"3494","Azieb Stand (INACTIVE)","0.0","0.0","Azieb Okbamichael","1755 Clark St, Arlington VA 22202","","","","","","","","","","","","","","","",""
"3495","Hsian Foong Restaurant(INACTIVE)","0.0","0.0","Yu Lien Inc","2919 Washington Blvd, Arlington VA 22201","","","","","","","","","","","","","","","",""
"3496","Neeve's Ice Cream Parlor(INACTIVE)","0.0","0.0","Niever Hovsepian","542 S 23rd St, Arlington VA 22202","","","","","","","","","","","","","","","",""
"3497","International Market(INACTIVE)","38.89663698","-77.13167839","Momota Inc","5129 Lee Hwy, Arlington VA 22207","","","","","","","","","","","","","","","",""
"3498","Sushi Bar (Harris Teeter)(INACTIVE)","38.86539588","-77.06191145","KZN Enterprises Inc.","900 Army Navy Dr, Arlington VA 22202","","","","","","","","","","","","","","","",""
"3499","Sam's Corner (INACTIVE)","38.88618189","-77.0969915","Sam's Corner Inc","3201 Wilson Blvd, Arlington VA 22201","","","","","","","","","","","","","","","",""
"3500","Manhattan Bagel(INACTIVE)","0.0","0.0","Choi's Family Inc","4201 Wilson Blvd #120, Arlington VA 22203","","","","","","","","","","","","","","","",""
"3501","Courtyard By Marriott Crystal City Restaurant(INA","38.84805656","-77.0519531","Starwood Hotels & Resorts Worldwide Inc","2899 Jefferson Davis Hwy, Arlington VA 22202","","","","","","","","","","","","","","","",""
"3502","Nutritional Solutions(INACTIVE)","38.88088645","-77.10433112","Nutritional Solutions Inc","3804 Wilson Blvd, Arlington VA 22203","","","","","","","","","","","","","","","",""
"3503","Safeway Grocery #4970(INACTIVE)","0.0","0.0","Safeway, Inc.","2031 Crystal Plaza Arcade, Arlington VA 22202","","","","","","","","","","","","","","","",""
"3504","Drew Model School","0.0","0.0","Arlington County Public Schools","3500 S 23rd St, Arlington VA 22206","Public Elementary School Food Servi","Candice Levenberry","Routine","2013-03-04T00:00:00","10:30","11:30","1.0","No","2013-09-02T00:00:00","Juan C Terrazas","Certified Manager","F-97223","2015-11-08T00:00:00","0","1","Seal the handwashing sink back to the adjoining wall."
"3505","Drew Model School","0.0","0.0","Arlington County Public Schools","3500 S 23rd St, Arlington VA 22206","Public Elementary School Food Servi","Santos Ayala","Risk Factor","2013-09-18T00:00:00","10:00","11:00","1.0","No","2013-09-02T00:00:00","Juan C Terrazas","Certified Manager","F-97223","2015-11-08T00:00:00","0","0","Mice droppings and dead roaches were found inside the two dry storage rooms. Call the school pest control office."
"3506","Drew Model School","0.0","0.0","Arlington County Public Schools","3500 S 23rd St, Arlington VA 22206","Public Elementary School Food Servi","Julia Balsley","Routine","2014-03-19T00:00:00","10:45","11:55","1.2","No","2014-03-07T00:00:00","Juan C Terrazas","Certified Manager","F-97223","2015-11-08T00:00:00","0","5",""
"3507","Drew Model School","0.0","0.0","Arlington County Public Schools","3500 S 23rd St, Arlington VA 22206","Public Elementary School Food Servi","Joseph Gossman","Risk Factor","2014-09-26T00:00:00","10:00","11:00","1.0","No","2014-09-05T00:00:00","Juan C Terrazas","Certified Manager","F-97223","2015-11-08T00:00:00","0","1",""
"3508","Drew Model School","0.0","0.0","Arlington County Public Schools","3500 S 23rd St, Arlington VA 22206","Public Elementary School Food Servi","Santos Ayala","Routine","2015-03-20T00:00:00","10:00","11:30","1.5","No","2015-03-27T00:00:00","Florinda Washington","Certified Manager","F-105341","2017-10-06T00:00:00","0","2",""
"3509","Drew Model School","0.0","0.0","Arlington County Public Schools","3500 S 23rd St, Arlington VA 22206","Public Elementary School Food Servi","Santos Ayala","Risk Factor","2015-09-22T00:00:00","","","1.0","No","2015-09-18T00:00:00","Marieme H. Barry","Certified Manager","F-115670","2017-06-02T00:00:00","0","0","A black beans dented can was found in the storage room. Mouse droppings were observed on the storage room floor. The Manager occasionally cooled and reheated taco and spaghetti sauce."
"3510","India Curry House (INACTIVE)","38.88648775","-77.09655838","HK Food Services Inc","3181 Wilson Blvd, Arlington VA 22201","","","","","","","","","","","","","","","",""
"3511","Auntie Anne's Pretzels","0.0","0.0","Joon & Min, Corp.","1100 S Hayes St C-2 Lower Lev, Arlington VA 22202","Carry Out Food Service Only","Christy Kunes","Routine","2013-06-10T00:00:00","13:50","15:00","1.2","No","2013-05-10T00:00:00","Flor de Maria Cubias","Certified Manager","L-26935","2012-08-23T00:00:00","0","4",""
"3512","Auntie Anne's Pretzels","0.0","0.0","Joon & Min, Corp.","1100 S Hayes St C-2 Lower Lev, Arlington VA 22202","Carry Out Food Service Only","Joseph Gossman","Routine","2014-06-10T00:00:00","13:50","15:00","1.2","No","2013-11-27T00:00:00","Luis A. Cedillos","Certified Manager","L27675","2019-01-17T00:00:00","0","4",""
"3513","Auntie Anne's Pretzels","0.0","0.0","Joon & Min, Corp.","1100 S Hayes St C-2 Lower Lev, Arlington VA 22202","Carry Out Food Service Only","Santos Ayala","Routine","2015-04-27T00:00:00","13:45","15:00","1.25","No","2014-12-09T00:00:00","Luis A. Cedillos","Certified Manager","L27675","2019-01-17T00:00:00","0","6",""
"3514","CVS Pharmacy #1421","38.89466188","-77.07012456","Virginia CVS Pharmacy, L.L.C.","1100 Wilson Blvd, Arlington VA 22209","Other Food Service","Julia Balsley","Routine","2013-07-03T00:00:00","09:15","10:40","1.4","No","2013-06-17T00:00:00","Phuong Tran","Certified Manager","L-26151","2016-02-16T00:00:00","0","5","Use shelving with minimum six inch legs or castors in the stock room."
"3515","CVS Pharmacy #1421","38.89466188","-77.07012456","Virginia CVS Pharmacy, L.L.C.","1100 Wilson Blvd, Arlington VA 22209","Other Food Service","Bryant Wooden","Routine","2014-07-17T00:00:00","12:20","13:40","1.3","Yes","2014-06-09T00:00:00","Patrick J. Purdy","","L-26151","2016-02-16T00:00:00","0","3","Northern VA Food Manger Card can be obtained from ORS Interactive - 6066 Leesburg Pike 200 B, Falls Church, VA 22041  (703)-533-7600.  A recheck will be conducted."
"3516","CVS Pharmacy #1421","38.89466188","-77.07012456","Virginia CVS Pharmacy, L.L.C.","1100 Wilson Blvd, Arlington VA 22209","Other Food Service","Bryant Wooden","Follow-up","2014-08-04T00:00:00","10:00","10:20","0.3","No","2014-06-09T00:00:00","Sandra M. Arnez","Certified Manager","F-97089","2015-10-14T00:00:00","0","2","Northern VA Manager observed on duty during time of follow-up inspection."
"3517","CVS Pharmacy #1421","38.89466188","-77.07012456","Virginia CVS Pharmacy, L.L.C.","1100 Wilson Blvd, Arlington VA 22209","Convenience Store Food Service","Julia Balsley","Routine","2015-07-06T00:00:00","16:10","17:50","1.67","No","2015-07-17T00:00:00","Juan Vasquez","Certified Manager","L-26144","2016-03-09T00:00:00","0","9","The women's employee rest-room is also for men now. Properly dispense the toilet paper and paper-towels in this room.The men's employee rest-room is now used for drink storage. The fixtures must be properly removed and capped off or remove the drink"
"3518","Pizza Pantry(INACTIVE)","38.86294443","-77.08688325","Ashoka Indian Cuisine Inc","923 S Walter Reed Dr, Arlington VA 22204","","","","","","","","","","","","","","","",""
"3519","Tokyo Cafe(Inactive)","0.0","0.0","Tokyo Cafe Inc","2146 Crystal Plaza Arcade, Arlington VA 22202","","","","","","","","","","","","","","","",""
"3520","Noveau East(Inactive)","0.0","0.0","Noveau East Inc","671 N Glebe Rd #1248, Arlington VA 22203","","","","","","","","","","","","","","","",""
"3521","International Wine & Beverage(INACTIVE)","38.89670388","-77.10893933","International Wine & Beverage, L.L.C.","4040 Lee Hwy, Arlington VA 22207","Other Food Service","Kristen Pybus","Routine","2013-02-13T00:00:00","10:35","11:25","0.8","No","2013-01-29T00:00:00","Robert A Beek","","L-25359","2013-03-31T00:00:00","0","1","Post hand wash reminder sign at hand sinks.Establishment is closed on Monday's.Five Risk Factors     Big Five Foodborne Illnesses  Common Symptoms- improper holding temperatures  - Salmonella Typhi    - diarrhea- inadequate cook temperatures  -"
"3522","International Wine & Beverage(INACTIVE)","38.89670388","-77.10893933","International Wine & Beverage, L.L.C.","4040 Lee Hwy, Arlington VA 22207","Other Food Service","Christy Kunes","Routine","2014-01-31T00:00:00","11:00","11:45","0.8","No","2014-01-20T00:00:00","","Certified Manager","L-27188","2018-03-04T00:00:00","0","0",""
"3523","International Wine & Beverage(INACTIVE)","38.89670388","-77.10893933","International Wine & Beverage, L.L.C.","4040 Lee Hwy, Arlington VA 22207","Other Food Service","Bryant Wooden","Routine","2015-01-09T00:00:00","13:30","14:20","0.83","No","2015-01-30T00:00:00","Robert Beek","Certified Manager","L-27188","2018-03-04T00:00:00","0","0","Facility currently has no TCS food product.  Facility will be closing soon according to the manager ( June 1, 2015)."
"3524","Main Street Market(INACTIVE)","0.0","0.0","Ethiopian Market Inc","2444 S 26th Rd, Arlington VA 22206","","","","","","","","","","","","","","","",""
"3525","7-Eleven Store #28519H (INACTIVE)","38.89939385","-77.15717783","7- Eleven Inc","2906 N Sycamore St, Arlington VA 22207","","","","","","","","","","","","","","","",""
"3526","Columbus Club Pool Snack Bar (Deep End)","38.90634039","-77.14119755","Columbus Club of Arlington, Inc.","5115 Little Falls Rd, Arlington VA 22207","Seasonal Fast Food Restaurant","Christy Kunes","Routine","2013-07-11T00:00:00","14:50","15:50","1.0","No","2012-05-01T00:00:00","Robert Clarke Jr","Certified Manager","F-103090","2017-03-24T00:00:00","0","9",""
"3527","Columbus Club Pool Snack Bar (Deep End)","38.90634039","-77.14119755","Columbus Club of Arlington, Inc.","5115 Little Falls Rd, Arlington VA 22207","Seasonal Fast Food Restaurant","Christy Kunes","Routine","2014-07-11T00:00:00","11:00","12:00","1.0","No","2014-05-01T00:00:00","Thomas J. Galvin","Certified Manager","F-103090","2017-03-24T00:00:00","0","4",""
"3528","Columbus Club Pool Snack Bar (Deep End)","38.90634039","-77.14119755","Columbus Club of Arlington, Inc.","5115 Little Falls Rd, Arlington VA 22207","Seasonal Fast Food Restaurant","Candice Levenberry","Routine","2015-07-15T00:00:00","10:30","11:45","1.25","No","2015-07-13T00:00:00","Thomas J. Galvin","Certified Manager","F-103090","2017-03-24T00:00:00","0","1","-Clean the fan connected to the outdoors.- The snack bar does not have a mop sink. Mop water should be disposed in the mop sink in the main building. - The facility only has a two compartment sink. A three compartment sink is scheduled to be insta"
"3529","Crowne Plaza Hotel Potomac Bar & Grill","38.86057842","-77.05031413","B.F. Saul Property, Co.","1480 Crystal Dr, Arlington VA 22202","Full Service Restaurant","Muhammad Tauseef Ahmad","Routine","2013-01-14T00:00:00","13:45","14:30","0.8","No","2012-12-17T00:00:00","Naraporn Sangthong","Certified Manager","F-91420","2014-07-20T00:00:00","0","1","The bar opens 3:00 pm to midnight.  No foods are cooked or prepared in the bar.  All the foods come from main restaurant."
"3530","Crowne Plaza Hotel Potomac Bar & Grill","38.86057842","-77.05031413","B.F. Saul Property, Co.","1480 Crystal Dr, Arlington VA 22202","Full Service Restaurant","Bryant Wooden","Routine","2014-01-30T00:00:00","03:15","17:20","14.1","No","2013-07-03T00:00:00","Naraporn Sangthong","Certified Manager","F-91420","2014-07-20T00:00:00","0","8","Correct observations."
"3531","Crowne Plaza Hotel Potomac Bar & Grill","38.86057842","-77.05031413","B.F. Saul Property, Co.","1480 Crystal Dr, Arlington VA 22202","Full Service Restaurant","Bryant Wooden","Routine","2015-01-20T00:00:00","14:45","16:20","1.58","Yes","2014-07-31T00:00:00","Naraporn Sangthong","Certified Manager","F-113173","2019-07-19T00:00:00","0","5","A recheck will be conducted for the bar dishmachine in approximately two weeks.  The previous high temperature dishmachine at the bar had recently been replaced with a chlorine sanitizing machine.  The chlorine concentration was observed at 0 ppm."
